Country,Country_ru,Date,Confirmed,Recovered,Deaths,Day_Deaths,Day_Confirmed,Day_Recovered
Australia,Австралия,2020-01-22,0,0,0,0,0,0
Australia,Австралия,2020-01-23,0,0,0,0,0,0
Australia,Австралия,2020-01-24,0,0,0,0,0,0
Australia,Австралия,2020-01-25,0,0,0,0,0,0
Australia,Австралия,2020-01-26,4,0,0,0,4,0
Australia,Австралия,2020-01-27,5,0,0,0,1,0
Australia,Австралия,2020-01-28,5,0,0,0,0,0
Australia,Австралия,2020-01-29,6,0,0,0,1,0
Australia,Австралия,2020-01-30,9,2,0,0,3,2
Australia,Австралия,2020-01-31,9,2,0,0,0,0
Australia,Австралия,2020-02-01,12,2,0,0,3,0
Australia,Австралия,2020-02-02,12,2,0,0,0,0
Australia,Австралия,2020-02-03,12,2,0,0,0,0
Australia,Австралия,2020-02-04,13,2,0,0,1,0
Australia,Австралия,2020-02-05,13,2,0,0,0,0
Australia,Австралия,2020-02-06,14,2,0,0,1,0
Australia,Австралия,2020-02-07,15,2,0,0,1,0
Australia,Австралия,2020-02-08,15,2,0,0,0,0
Australia,Австралия,2020-02-09,15,2,0,0,0,0
Australia,Австралия,2020-02-10,15,2,0,0,0,0
Australia,Австралия,2020-02-11,15,2,0,0,0,0
Australia,Австралия,2020-02-12,15,2,0,0,0,0
Australia,Австралия,2020-02-13,15,8,0,0,0,6
Australia,Австралия,2020-02-14,15,8,0,0,0,0
Australia,Австралия,2020-02-15,15,8,0,0,0,0
Australia,Австралия,2020-02-16,15,8,0,0,0,0
Australia,Австралия,2020-02-17,15,10,0,0,0,2
Australia,Австралия,2020-02-18,15,10,0,0,0,0
Australia,Австралия,2020-02-19,15,10,0,0,0,0
Australia,Австралия,2020-02-20,15,10,0,0,0,0
Australia,Австралия,2020-02-21,15,11,0,0,0,1
Australia,Австралия,2020-02-22,15,11,0,0,0,0
Australia,Австралия,2020-02-23,15,11,0,0,0,0
Australia,Австралия,2020-02-24,15,11,0,0,0,0
Australia,Австралия,2020-02-25,15,11,0,0,0,0
Australia,Австралия,2020-02-26,15,11,0,0,0,0
Australia,Австралия,2020-02-27,15,11,0,0,0,0
Australia,Австралия,2020-02-28,15,11,0,0,0,0
Australia,Австралия,2020-02-29,25,11,0,0,10,0
Australia,Австралия,2020-03-01,27,11,1,1,2,0
Australia,Австралия,2020-03-02,30,11,1,0,3,0
Australia,Австралия,2020-03-03,39,11,1,0,9,0
Australia,Австралия,2020-03-04,52,11,2,1,13,0
Australia,Австралия,2020-03-05,55,21,2,0,3,10
Australia,Австралия,2020-03-06,60,21,2,0,5,0
Australia,Австралия,2020-03-07,63,21,2,0,3,0
Australia,Австралия,2020-03-08,76,21,3,1,13,0
Australia,Австралия,2020-03-09,91,21,3,0,15,0
Australia,Австралия,2020-03-10,107,21,3,0,16,0
Australia,Австралия,2020-03-11,128,21,3,0,21,0
Australia,Австралия,2020-03-12,128,21,3,0,0,0
Australia,Австралия,2020-03-13,200,23,3,0,72,2
Australia,Австралия,2020-03-14,250,23,3,0,50,0
Australia,Австралия,2020-03-15,297,23,3,0,47,0
Australia,Австралия,2020-03-16,377,23,3,0,80,0
Australia,Австралия,2020-03-17,452,23,5,2,75,0
Australia,Австралия,2020-03-18,568,23,6,1,116,0
Australia,Австралия,2020-03-19,681,26,6,0,113,3
Australia,Австралия,2020-03-20,791,26,7,1,110,0
Australia,Австралия,2020-03-21,1071,26,7,0,280,0
Australia,Австралия,2020-03-22,1549,88,7,0,478,62
Australia,Австралия,2020-03-23,1682,88,7,0,133,0
Australia,Австралия,2020-03-24,2044,115,8,1,362,27
Australia,Австралия,2020-03-25,2364,119,8,0,320,4
Australia,Австралия,2020-03-26,2810,172,13,5,446,53
Australia,Австралия,2020-03-27,3143,194,13,0,333,22
Australia,Австралия,2020-03-28,3640,244,14,1,497,50
Australia,Австралия,2020-03-29,3984,244,16,2,344,0
Australia,Австралия,2020-03-30,4361,257,17,1,377,13
Australia,Австралия,2020-03-31,4559,358,18,1,198,101
Australia,Австралия,2020-04-01,4862,422,20,2,303,64
Australia,Австралия,2020-04-02,5116,520,24,4,254,98
Australia,Австралия,2020-04-03,5330,649,28,4,214,129
Australia,Австралия,2020-04-04,5550,701,30,2,220,52
Australia,Австралия,2020-04-05,5687,757,35,5,137,56
Australia,Австралия,2020-04-06,5797,1080,40,5,110,323
Australia,Австралия,2020-04-07,5895,1080,45,5,98,0
Australia,Австралия,2020-04-08,6010,1080,50,5,115,0
Australia,Австралия,2020-04-09,6108,1472,51,1,98,392
Australia,Австралия,2020-04-10,6215,1793,54,3,107,321
Australia,Австралия,2020-04-11,6303,1806,57,3,88,13
Australia,Австралия,2020-04-12,6315,1806,60,3,12,0
Australia,Австралия,2020-04-13,6351,1806,61,1,36,0
Australia,Австралия,2020-04-14,6415,2186,62,1,64,380
Australia,Австралия,2020-04-15,6440,2186,63,1,25,0
Australia,Австралия,2020-04-16,6462,2355,63,0,22,169
Australia,Австралия,2020-04-17,6522,3808,66,3,60,1453
Australia,Австралия,2020-04-18,6568,4124,67,1,46,316
Australia,Австралия,2020-04-19,6610,4124,67,0,42,0
Australia,Австралия,2020-04-20,6623,4291,67,0,13,167
Australia,Австралия,2020-04-21,6645,4695,67,0,22,404
Australia,Австралия,2020-04-22,6652,4932,67,0,7,237
Australia,Австралия,2020-04-23,6662,5047,75,8,10,115
Australia,Австралия,2020-04-24,6677,5136,79,4,15,89
Australia,Австралия,2020-04-25,6694,5376,80,1,17,240
Australia,Австралия,2020-04-26,6714,5541,83,3,20,165
Australia,Австралия,2020-04-27,6721,5588,83,0,7,47
Australia,Австралия,2020-04-28,6744,5665,89,6,23,77
Australia,Австралия,2020-04-29,6752,5715,91,2,8,50
Australia,Австралия,2020-04-30,6766,5742,93,2,14,27
Australia,Австралия,2020-05-01,6778,5775,93,0,12,33
Australia,Австралия,2020-05-02,6799,5814,94,1,21,39
Australia,Австралия,2020-05-03,6822,5849,95,1,23,35
Australia,Австралия,2020-05-04,6847,5887,96,1,25,38
Australia,Австралия,2020-05-05,6875,5975,97,1,28,88
Australia,Австралия,2020-05-06,6894,6031,97,0,19,56
Australia,Австралия,2020-05-07,6913,6078,97,0,19,47
Australia,Австралия,2020-05-08,6918,6122,97,0,5,44
Australia,Австралия,2020-05-09,6939,6141,97,0,21,19
Australia,Австралия,2020-05-10,6948,6167,97,0,9,26
Australia,Австралия,2020-05-11,6970,6213,97,0,22,46
Australia,Австралия,2020-05-12,6980,6270,98,1,10,57
Australia,Австралия,2020-05-13,6989,6297,98,0,9,27
Australia,Австралия,2020-05-14,7019,6334,98,0,30,37
Australia,Австралия,2020-05-15,7035,6359,98,0,16,25
Australia,Австралия,2020-05-16,7044,6364,98,0,9,5
Australia,Австралия,2020-05-17,7054,6392,99,1,10,28
Australia,Австралия,2020-05-18,7068,6413,99,0,14,21
Australia,Австралия,2020-05-19,7072,6431,100,1,4,18
Australia,Австралия,2020-05-20,7081,6470,100,0,9,39
Australia,Австралия,2020-05-21,7095,6478,101,1,14,8
Australia,Австралия,2020-05-22,7099,6485,101,0,4,7
Australia,Австралия,2020-05-23,7114,6508,102,1,15,23
Australia,Австралия,2020-05-24,7114,6531,102,0,0,23
Australia,Австралия,2020-05-25,7126,6552,102,0,12,21
Australia,Австралия,2020-05-26,7139,6560,103,1,13,8
Australia,Австралия,2020-05-27,7150,6579,103,0,11,19
Australia,Австралия,2020-05-28,7165,6576,103,0,15,-3
Australia,Австралия,2020-05-29,7184,6605,103,0,19,29
Australia,Австралия,2020-05-30,7192,6614,103,0,8,9
Australia,Австралия,2020-05-31,7202,6618,103,0,10,4
Australia,Австралия,2020-06-01,7221,6626,102,-1,19,8
Australia,Австралия,2020-06-02,7229,6636,102,0,8,10
Australia,Австралия,2020-06-03,7240,6648,102,0,11,12
Australia,Австралия,2020-06-04,7247,6683,102,0,7,35
Australia,Австралия,2020-06-05,7252,6688,102,0,5,5
Australia,Австралия,2020-06-06,7259,6703,102,0,7,15
Australia,Австралия,2020-06-07,7265,6706,102,0,6,3
Australia,Австралия,2020-06-08,7267,6720,102,0,2,14
Australia,Австралия,2020-06-09,7274,6740,102,0,7,20
Australia,Австралия,2020-06-10,7285,6759,102,0,11,19
Australia,Австралия,2020-06-11,7289,6782,102,0,4,23
Australia,Австралия,2020-06-12,7294,6803,102,0,5,21
Australia,Австралия,2020-06-13,7320,6838,102,0,26,35
Australia,Австралия,2020-06-14,7335,6851,102,0,15,13
Austria,Австрия,2020-01-22,0,0,0,0,0,0
Austria,Австрия,2020-01-23,0,0,0,0,0,0
Austria,Австрия,2020-01-24,0,0,0,0,0,0
Austria,Австрия,2020-01-25,0,0,0,0,0,0
Austria,Австрия,2020-01-26,0,0,0,0,0,0
Austria,Австрия,2020-01-27,0,0,0,0,0,0
Austria,Австрия,2020-01-28,0,0,0,0,0,0
Austria,Австрия,2020-01-29,0,0,0,0,0,0
Austria,Австрия,2020-01-30,0,0,0,0,0,0
Austria,Австрия,2020-01-31,0,0,0,0,0,0
Austria,Австрия,2020-02-01,0,0,0,0,0,0
Austria,Австрия,2020-02-02,0,0,0,0,0,0
Austria,Австрия,2020-02-03,0,0,0,0,0,0
Austria,Австрия,2020-02-04,0,0,0,0,0,0
Austria,Австрия,2020-02-05,0,0,0,0,0,0
Austria,Австрия,2020-02-06,0,0,0,0,0,0
Austria,Австрия,2020-02-07,0,0,0,0,0,0
Austria,Австрия,2020-02-08,0,0,0,0,0,0
Austria,Австрия,2020-02-09,0,0,0,0,0,0
Austria,Австрия,2020-02-10,0,0,0,0,0,0
Austria,Австрия,2020-02-11,0,0,0,0,0,0
Austria,Австрия,2020-02-12,0,0,0,0,0,0
Austria,Австрия,2020-02-13,0,0,0,0,0,0
Austria,Австрия,2020-02-14,0,0,0,0,0,0
Austria,Австрия,2020-02-15,0,0,0,0,0,0
Austria,Австрия,2020-02-16,0,0,0,0,0,0
Austria,Австрия,2020-02-17,0,0,0,0,0,0
Austria,Австрия,2020-02-18,0,0,0,0,0,0
Austria,Австрия,2020-02-19,0,0,0,0,0,0
Austria,Австрия,2020-02-20,0,0,0,0,0,0
Austria,Австрия,2020-02-21,0,0,0,0,0,0
Austria,Австрия,2020-02-22,0,0,0,0,0,0
Austria,Австрия,2020-02-23,0,0,0,0,0,0
Austria,Австрия,2020-02-24,0,0,0,0,0,0
Austria,Австрия,2020-02-25,2,0,0,0,2,0
Austria,Австрия,2020-02-26,2,0,0,0,0,0
Austria,Австрия,2020-02-27,3,0,0,0,1,0
Austria,Австрия,2020-02-28,3,0,0,0,0,0
Austria,Австрия,2020-02-29,9,0,0,0,6,0
Austria,Австрия,2020-03-01,14,0,0,0,5,0
Austria,Австрия,2020-03-02,18,0,0,0,4,0
Austria,Австрия,2020-03-03,21,0,0,0,3,0
Austria,Австрия,2020-03-04,29,0,0,0,8,0
Austria,Австрия,2020-03-05,41,0,0,0,12,0
Austria,Австрия,2020-03-06,55,0,0,0,14,0
Austria,Австрия,2020-03-07,79,0,0,0,24,0
Austria,Австрия,2020-03-08,104,0,0,0,25,0
Austria,Австрия,2020-03-09,131,2,0,0,27,2
Austria,Австрия,2020-03-10,182,4,0,0,51,2
Austria,Австрия,2020-03-11,246,4,0,0,64,0
Austria,Австрия,2020-03-12,302,4,1,1,56,0
Austria,Австрия,2020-03-13,504,6,1,0,202,2
Austria,Австрия,2020-03-14,655,6,1,0,151,0
Austria,Австрия,2020-03-15,860,6,1,0,205,0
Austria,Австрия,2020-03-16,1018,6,3,2,158,0
Austria,Австрия,2020-03-17,1332,1,3,0,314,-5
Austria,Австрия,2020-03-18,1646,9,4,1,314,8
Austria,Австрия,2020-03-19,2013,9,6,2,367,0
Austria,Австрия,2020-03-20,2388,9,6,0,375,0
Austria,Австрия,2020-03-21,2814,9,8,2,426,0
Austria,Австрия,2020-03-22,3582,9,16,8,768,0
Austria,Австрия,2020-03-23,4474,9,21,5,892,0
Austria,Австрия,2020-03-24,5283,9,28,7,809,0
Austria,Австрия,2020-03-25,5588,9,30,2,305,0
Austria,Австрия,2020-03-26,6909,112,49,19,1321,103
Austria,Австрия,2020-03-27,7657,225,58,9,748,113
Austria,Австрия,2020-03-28,8271,225,68,10,614,0
Austria,Австрия,2020-03-29,8788,479,86,18,517,254
Austria,Австрия,2020-03-30,9618,636,108,22,830,157
Austria,Австрия,2020-03-31,10180,1095,128,20,562,459
Austria,Австрия,2020-04-01,10711,1436,146,18,531,341
Austria,Австрия,2020-04-02,11129,1749,158,12,418,313
Austria,Австрия,2020-04-03,11524,2022,168,10,395,273
Austria,Австрия,2020-04-04,11781,2507,186,18,257,485
Austria,Австрия,2020-04-05,12051,2998,204,18,270,491
Austria,Австрия,2020-04-06,12297,3463,220,16,246,465
Austria,Австрия,2020-04-07,12639,4046,243,23,342,583
Austria,Австрия,2020-04-08,12942,4512,273,30,303,466
Austria,Австрия,2020-04-09,13244,5240,295,22,302,728
Austria,Австрия,2020-04-10,13555,6064,319,24,311,824
Austria,Австрия,2020-04-11,13806,6604,337,18,251,540
Austria,Австрия,2020-04-12,13945,6987,350,13,139,383
Austria,Австрия,2020-04-13,14041,7343,368,18,96,356
Austria,Австрия,2020-04-14,14226,7633,384,16,185,290
Austria,Австрия,2020-04-15,14336,8098,393,9,110,465
Austria,Австрия,2020-04-16,14476,8986,410,17,140,888
Austria,Австрия,2020-04-17,14595,9704,431,21,119,718
Austria,Австрия,2020-04-18,14671,10214,443,12,76,510
Austria,Австрия,2020-04-19,14749,10501,452,9,78,287
Austria,Австрия,2020-04-20,14795,10631,470,18,46,130
Austria,Австрия,2020-04-21,14873,10971,491,21,78,340
Austria,Австрия,2020-04-22,14925,11328,510,19,52,357
Austria,Австрия,2020-04-23,15002,11694,522,12,77,366
Austria,Австрия,2020-04-24,15071,11872,530,8,69,178
Austria,Австрия,2020-04-25,15148,12103,536,6,77,231
Austria,Австрия,2020-04-26,15225,12282,542,6,77,179
Austria,Австрия,2020-04-27,15274,12362,549,7,49,80
Austria,Австрия,2020-04-28,15357,12580,569,20,83,218
Austria,Австрия,2020-04-29,15402,12779,580,11,45,199
Austria,Австрия,2020-04-30,15452,12907,584,4,50,128
Austria,Австрия,2020-05-01,15531,13110,589,5,79,203
Austria,Австрия,2020-05-02,15558,13180,596,7,27,70
Austria,Австрия,2020-05-03,15597,13228,598,2,39,48
Austria,Австрия,2020-05-04,15621,13316,600,2,24,88
Austria,Австрия,2020-05-05,15650,13462,606,6,29,146
Austria,Австрия,2020-05-06,15684,13639,608,2,34,177
Austria,Австрия,2020-05-07,15752,13698,609,1,68,59
Austria,Австрия,2020-05-08,15774,13836,614,5,22,138
Austria,Австрия,2020-05-09,15833,13928,615,1,59,92
Austria,Австрия,2020-05-10,15871,13991,618,3,38,63
Austria,Австрия,2020-05-11,15882,14061,620,2,11,70
Austria,Австрия,2020-05-12,15961,14148,623,3,79,87
Austria,Австрия,2020-05-13,15997,14304,624,1,36,156
Austria,Австрия,2020-05-14,16058,14405,626,2,61,101
Austria,Австрия,2020-05-15,16109,14471,628,2,51,66
Austria,Австрия,2020-05-16,16201,14524,629,1,92,53
Austria,Австрия,2020-05-17,16242,14563,629,0,41,39
Austria,Австрия,2020-05-18,16269,14614,629,0,27,51
Austria,Австрия,2020-05-19,16321,14678,632,3,52,64
Austria,Австрия,2020-05-20,16353,14882,633,1,32,204
Austria,Австрия,2020-05-21,16404,14951,633,0,51,69
Austria,Австрия,2020-05-22,16436,15005,635,2,32,54
Austria,Австрия,2020-05-23,16486,15037,639,4,50,32
Austria,Австрия,2020-05-24,16503,15063,640,1,17,26
Austria,Австрия,2020-05-25,16539,15138,641,1,36,75
Austria,Австрия,2020-05-26,16557,15182,643,2,18,44
Austria,Австрия,2020-05-27,16591,15228,645,2,34,46
Austria,Австрия,2020-05-28,16628,15286,668,23,37,58
Austria,Австрия,2020-05-29,16655,15347,668,0,27,61
Austria,Австрия,2020-05-30,16685,15520,668,0,30,173
Austria,Австрия,2020-05-31,16731,15593,668,0,46,73
Austria,Австрия,2020-06-01,16733,15596,668,0,2,3
Austria,Австрия,2020-06-02,16759,15629,669,1,26,33
Austria,Австрия,2020-06-03,16771,15672,670,1,12,43
Austria,Австрия,2020-06-04,16805,15717,670,0,34,45
Austria,Австрия,2020-06-05,16843,15742,672,2,38,25
Austria,Австрия,2020-06-06,16898,15789,672,0,55,47
Austria,Австрия,2020-06-07,16902,15793,672,0,4,4
Austria,Австрия,2020-06-08,16968,15839,672,0,66,46
Austria,Австрия,2020-06-09,16979,15875,672,0,11,36
Austria,Австрия,2020-06-10,17005,15910,673,1,26,35
Austria,Австрия,2020-06-11,17034,15949,674,1,29,39
Austria,Австрия,2020-06-12,17064,15985,675,1,30,36
Austria,Австрия,2020-06-13,17078,16012,677,2,14,27
Austria,Австрия,2020-06-14,17109,16059,677,0,31,47
Azerbaijan,Азербайджан,2020-01-22,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-23,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-24,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-25,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-26,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-27,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-28,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-29,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-30,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-01-31,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-01,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-02,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-03,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-04,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-05,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-06,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-07,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-08,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-09,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-10,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-11,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-12,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-13,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-14,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-15,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-16,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-17,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-18,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-19,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-20,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-21,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-22,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-23,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-24,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-25,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-26,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-27,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-28,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-02-29,0,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-01,3,0,0,0,3,0
Azerbaijan,Азербайджан,2020-03-02,3,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-03,3,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-04,3,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-05,6,0,0,0,3,0
Azerbaijan,Азербайджан,2020-03-06,6,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-07,9,0,0,0,3,0
Azerbaijan,Азербайджан,2020-03-08,9,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-09,9,0,0,0,0,0
Azerbaijan,Азербайджан,2020-03-10,11,0,0,0,2,0
Azerbaijan,Азербайджан,2020-03-11,11,3,0,0,0,3
Azerbaijan,Азербайджан,2020-03-12,11,3,0,0,0,0
Azerbaijan,Азербайджан,2020-03-13,15,3,1,1,4,0
Azerbaijan,Азербайджан,2020-03-14,15,3,1,0,0,0
Azerbaijan,Азербайджан,2020-03-15,23,6,1,0,8,3
Azerbaijan,Азербайджан,2020-03-16,28,6,1,0,5,0
Azerbaijan,Азербайджан,2020-03-17,28,6,1,0,0,0
Azerbaijan,Азербайджан,2020-03-18,28,6,1,0,0,0
Azerbaijan,Азербайджан,2020-03-19,44,6,1,0,16,0
Azerbaijan,Азербайджан,2020-03-20,44,6,1,0,0,0
Azerbaijan,Азербайджан,2020-03-21,53,11,1,0,9,5
Azerbaijan,Азербайджан,2020-03-22,65,10,1,0,12,-1
Azerbaijan,Азербайджан,2020-03-23,72,10,1,0,7,0
Azerbaijan,Азербайджан,2020-03-24,87,10,1,0,15,0
Azerbaijan,Азербайджан,2020-03-25,93,10,2,1,6,0
Azerbaijan,Азербайджан,2020-03-26,122,15,3,1,29,5
Azerbaijan,Азербайджан,2020-03-27,165,15,3,0,43,0
Azerbaijan,Азербайджан,2020-03-28,182,15,4,1,17,0
Azerbaijan,Азербайджан,2020-03-29,209,15,4,0,27,0
Azerbaijan,Азербайджан,2020-03-30,273,26,4,0,64,11
Azerbaijan,Азербайджан,2020-03-31,298,26,5,1,25,0
Azerbaijan,Азербайджан,2020-04-01,359,26,5,0,61,0
Azerbaijan,Азербайджан,2020-04-02,400,26,5,0,41,0
Azerbaijan,Азербайджан,2020-04-03,443,32,5,0,43,6
Azerbaijan,Азербайджан,2020-04-04,521,32,5,0,78,0
Azerbaijan,Азербайджан,2020-04-05,584,32,7,2,63,0
Azerbaijan,Азербайджан,2020-04-06,641,44,7,0,57,12
Azerbaijan,Азербайджан,2020-04-07,717,44,8,1,76,0
Azerbaijan,Азербайджан,2020-04-08,822,63,8,0,105,19
Azerbaijan,Азербайджан,2020-04-09,926,101,9,1,104,38
Azerbaijan,Азербайджан,2020-04-10,991,159,10,1,65,58
Azerbaijan,Азербайджан,2020-04-11,1058,200,11,1,67,41
Azerbaijan,Азербайджан,2020-04-12,1098,250,11,0,40,50
Azerbaijan,Азербайджан,2020-04-13,1148,289,12,1,50,39
Azerbaijan,Азербайджан,2020-04-14,1197,351,13,1,49,62
Azerbaijan,Азербайджан,2020-04-15,1253,404,13,0,56,53
Azerbaijan,Азербайджан,2020-04-16,1283,460,15,2,30,56
Azerbaijan,Азербайджан,2020-04-17,1340,528,15,0,57,68
Azerbaijan,Азербайджан,2020-04-18,1373,590,18,3,33,62
Azerbaijan,Азербайджан,2020-04-19,1398,712,19,1,25,122
Azerbaijan,Азербайджан,2020-04-20,1436,791,19,0,38,79
Azerbaijan,Азербайджан,2020-04-21,1480,865,20,1,44,74
Azerbaijan,Азербайджан,2020-04-22,1518,907,20,0,38,42
Azerbaijan,Азербайджан,2020-04-23,1548,948,20,0,30,41
Azerbaijan,Азербайджан,2020-04-24,1592,1013,21,1,44,65
Azerbaijan,Азербайджан,2020-04-25,1617,1080,21,0,25,67
Azerbaijan,Азербайджан,2020-04-26,1645,1139,21,0,28,59
Azerbaijan,Азербайджан,2020-04-27,1678,1162,22,1,33,23
Azerbaijan,Азербайджан,2020-04-28,1717,1221,22,0,39,59
Azerbaijan,Азербайджан,2020-04-29,1766,1267,23,1,49,46
Azerbaijan,Азербайджан,2020-04-30,1804,1325,24,1,38,58
Azerbaijan,Азербайджан,2020-05-01,1854,1365,25,1,50,40
Azerbaijan,Азербайджан,2020-05-02,1894,1411,25,0,40,46
Azerbaijan,Азербайджан,2020-05-03,1932,1441,25,0,38,30
Azerbaijan,Азербайджан,2020-05-04,1984,1480,26,1,52,39
Azerbaijan,Азербайджан,2020-05-05,2060,1508,26,0,76,28
Azerbaijan,Азербайджан,2020-05-06,2127,1536,28,2,67,28
Azerbaijan,Азербайджан,2020-05-07,2204,1551,28,0,77,15
Azerbaijan,Азербайджан,2020-05-08,2279,1576,28,0,75,25
Azerbaijan,Азербайджан,2020-05-09,2422,1620,31,3,143,44
Azerbaijan,Азербайджан,2020-05-10,2519,1650,32,1,97,30
Azerbaijan,Азербайджан,2020-05-11,2589,1680,32,0,70,30
Azerbaijan,Азербайджан,2020-05-12,2693,1680,33,1,104,0
Azerbaijan,Азербайджан,2020-05-13,2758,1789,35,2,65,109
Azerbaijan,Азербайджан,2020-05-14,2879,1833,35,0,121,44
Azerbaijan,Азербайджан,2020-05-15,2980,1886,36,1,101,53
Azerbaijan,Азербайджан,2020-05-16,3138,1944,36,0,158,58
Azerbaijan,Азербайджан,2020-05-17,3274,2015,39,3,136,71
Azerbaijan,Азербайджан,2020-05-18,3387,2055,40,1,113,40
Azerbaijan,Азербайджан,2020-05-19,3518,2198,41,1,131,143
Azerbaijan,Азербайджан,2020-05-20,3631,2253,43,2,113,55
Azerbaijan,Азербайджан,2020-05-21,3749,2340,44,1,118,87
Azerbaijan,Азербайджан,2020-05-22,3855,2399,46,2,106,59
Azerbaijan,Азербайджан,2020-05-23,3982,2506,49,3,127,107
Azerbaijan,Азербайджан,2020-05-24,4122,2607,49,0,140,101
Azerbaijan,Азербайджан,2020-05-25,4271,2741,51,2,149,134
Azerbaijan,Азербайджан,2020-05-26,4403,2819,52,1,132,78
Azerbaijan,Азербайджан,2020-05-27,4568,2897,54,2,165,78
Azerbaijan,Азербайджан,2020-05-28,4759,3022,56,2,191,125
Azerbaijan,Азербайджан,2020-05-29,4989,3125,58,2,230,103
Azerbaijan,Азербайджан,2020-05-30,5246,3327,61,3,257,202
Azerbaijan,Азербайджан,2020-05-31,5494,3428,63,2,248,101
Azerbaijan,Азербайджан,2020-06-01,5662,3508,68,5,168,80
Azerbaijan,Азербайджан,2020-06-02,5935,3564,71,3,273,56
Azerbaijan,Азербайджан,2020-06-03,6260,3665,76,5,325,101
Azerbaijan,Азербайджан,2020-06-04,6522,3737,78,2,262,72
Azerbaijan,Азербайджан,2020-06-05,6860,3871,82,4,338,134
Azerbaijan,Азербайджан,2020-06-06,7239,4024,84,2,379,153
Azerbaijan,Азербайджан,2020-06-07,7553,4149,88,4,314,125
Azerbaijan,Азербайджан,2020-06-08,7876,4377,93,5,323,228
Azerbaijan,Азербайджан,2020-06-09,8191,4606,98,5,315,229
Azerbaijan,Азербайджан,2020-06-10,8530,4720,102,4,339,114
Azerbaijan,Азербайджан,2020-06-11,8882,4930,108,6,352,210
Azerbaijan,Азербайджан,2020-06-12,9218,5116,113,5,336,186
Azerbaijan,Азербайджан,2020-06-13,9570,5309,115,2,352,193
Azerbaijan,Азербайджан,2020-06-14,9957,5583,119,4,387,274
Albania,Албания,2020-01-22,0,0,0,0,0,0
Albania,Албания,2020-01-23,0,0,0,0,0,0
Albania,Албания,2020-01-24,0,0,0,0,0,0
Albania,Албания,2020-01-25,0,0,0,0,0,0
Albania,Албания,2020-01-26,0,0,0,0,0,0
Albania,Албания,2020-01-27,0,0,0,0,0,0
Albania,Албания,2020-01-28,0,0,0,0,0,0
Albania,Албания,2020-01-29,0,0,0,0,0,0
Albania,Албания,2020-01-30,0,0,0,0,0,0
Albania,Албания,2020-01-31,0,0,0,0,0,0
Albania,Албания,2020-02-01,0,0,0,0,0,0
Albania,Албания,2020-02-02,0,0,0,0,0,0
Albania,Албания,2020-02-03,0,0,0,0,0,0
Albania,Албания,2020-02-04,0,0,0,0,0,0
Albania,Албания,2020-02-05,0,0,0,0,0,0
Albania,Албания,2020-02-06,0,0,0,0,0,0
