Date,Region,Region_ru,Confirmed,Recovered,Deaths,Day_Deaths,Day_Confirmed,Day_Recovered
2020-03-15,Zabaykalsky Krai,Забайкальский край,0,0,0,0,0,0
2020-03-15,Ivanovo region,Ивановская область,0,0,0,0,0,0
2020-03-15,The Republic of Ingushetia,Республика Ингушетия,0,0,0,0,0,0
2020-03-15,Irkutsk region,Иркутская область,0,0,0,0,0,0
2020-03-15,Kabardino-Balkar Republic,Кабардино-Балкарская Республика,0,0,0,0,0,0
2020-03-15,Kaliningrad region,Калининградская область,3,0,0,0,0,0
2020-03-15,Republic of Kalmykia,Республика Калмыкия,0,0,0,0,0,0
2020-03-15,Kaluga region,Калужская область,0,0,0,0,0,0
2020-03-15,Kamchatka Krai,Камчатский край,0,0,0,0,0,0
2020-03-15,Karachay-Cherkess Republic,Карачаево-Черкесская Республика,0,0,0,0,0,0
2020-03-15,The Republic of Karelia,Республика Карелия,0,0,0,0,0,0
2020-03-15,Kemerovo region,Кемеровская область,2,0,0,0,0,0
2020-03-15,Kirov region,Кировская область,0,0,0,0,0,0
2020-03-15,Komi Republic,Республика Коми,0,0,0,0,0,0
2020-03-15,Kostroma region,Костромская область,0,0,0,0,0,0
2020-03-15,Krasnodar region,Краснодарский край,1,0,0,0,0,0
2020-03-15,Krasnoyarsk region,Красноярский край,0,0,0,0,0,0
2020-03-15,Republic of Crimea,Республика Крым,0,0,0,0,0,0
2020-03-15,Kurgan region,Курганская область,0,0,0,0,0,0
2020-03-15,Kursk region,Курская область,0,0,0,0,0,0
2020-03-15,Leningrad region,Ленинградская область,1,0,0,0,0,0
2020-03-15,Lipetsk region,Липецкая область,3,0,0,0,0,0
2020-03-15,Magadan Region,Магаданская область,0,0,0,0,0,0
2020-03-15,Mari El Republic,Республика Марий Эл,0,0,0,0,0,0
2020-03-15,The Republic of Mordovia,Республика Мордовия,0,0,0,0,0,0
2020-03-15,Moscow,Москва,35,1,0,0,0,1
2020-03-15,Moscow region,Московская область,9,0,0,0,3,0
2020-03-15,Murmansk region,Мурманская область,0,0,0,0,0,0
2020-03-15,Nizhny Novgorod Region,Нижегородская область,1,0,0,0,0,0
2020-03-15,Novgorod region,Новгородская область,0,0,0,0,0,0
2020-03-15,Novosibirsk region,Новосибирская область,0,0,0,0,0,0
2020-03-15,Omsk region,Омская область,0,0,0,0,0,0
2020-03-15,Orenburg region,Оренбургская область,0,0,0,0,0,0
2020-03-15,Oryol Region,Орловская область,0,0,0,0,0,0
2020-03-15,Penza region,Пензенская область,0,0,0,0,0,0
2020-03-15,Perm,Пермский край,1,0,0,0,0,0
2020-03-15,Primorsky Krai,Приморский край,0,0,0,0,0,0
2020-03-15,Pskov region,Псковская область,0,0,0,0,0,0
2020-03-15,Rostov region,Ростовская область,0,0,0,0,0,0
2020-03-15,Ryazan Oblast,Рязанская область,0,0,0,0,0,0
2020-03-15,Samara Region,Самарская область,0,0,0,0,0,0
2020-03-15,St. Petersburg,Санкт-Петербург,5,1,0,0,0,1
2020-03-15,Saratov region,Саратовская область,0,0,0,0,0,0
2020-03-15,The Republic of Sakha (Yakutia),Республика Саха (Якутия),0,0,0,0,0,0
2020-03-15,Sakhalin region,Сахалинская область,0,0,0,0,0,0
2020-03-15,Sverdlovsk region,Свердловская область,0,0,0,0,0,0
2020-03-15,Sevastopol,Севастополь,0,0,0,0,0,0
2020-03-15,North Ossetia,Северная Осетия,0,0,0,0,0,0
2020-03-15,Smolensk region,Смоленская область,0,0,0,0,0,0
2020-03-15,Stavropol region,Ставропольский край,0,0,0,0,0,0
2020-03-15,Tambov Region,Тамбовская область,0,0,0,0,0,0
2020-03-15,Republic of Tatarstan,Республика Татарстан,0,0,0,0,0,0
2020-03-15,Tver region,Тверская область,0,0,0,0,0,0
2020-03-15,Tomsk region,Томская область,0,0,0,0,0,0
2020-03-15,Tula region,Тульская область,0,0,0,0,0,0
2020-03-15,Tyva Republic,Республика Тыва,0,0,0,0,0,0
2020-03-15,Tyumen region,Тюменская область,1,1,0,0,1,1
2020-03-15,Udmurtia,Удмуртская Республика,0,0,0,0,0,0
2020-03-15,Ulyanovsk region,Ульяновская область,0,0,0,0,0,0
2020-03-15,Khabarovsk region,Хабаровский край,0,0,0,0,0,0
2020-03-15,The Republic of Khakassia,Республика Хакасия,0,0,0,0,0,0
2020-03-15,Khanty-Mansiysk,Ханты-Мансийский АО,0,0,0,0,0,0
2020-03-15,Chelyabinsk region,Челябинская область,0,0,0,0,0,0
2020-03-15,Chechen Republic,Чеченская Республика,0,0,0,0,0,0
2020-03-15,Chuvash Republic,Республика Чувашия,0,0,0,0,0,0
2020-03-15,Yamalo-Nenets Autonomous Okrug,Ямало-Ненецкий АО,0,0,0,0,0,0
2020-03-15,Yaroslavskaya oblast,Ярославская область,0,0,0,0,0,0
2020-03-16,Republic of Adygea,Республика Адыгея,0,0,0,0,0,0
2020-03-16,Altai region,Алтайский край,0,0,0,0,0,0
2020-03-16,Amur region,Амурская область,0,0,0,0,0,0
2020-03-16,Arhangelsk region,Архангельская область,0,0,0,0,0,0
2020-03-16,Astrakhan region,Астраханская область,0,0,0,0,0,0
2020-03-16,Republic of Bashkortostan,Республика Башкортостан,0,0,0,0,0,0
2020-03-16,Belgorod region,Белгородская область,1,0,0,0,0,0
2020-03-16,Bryansk region,Брянская область,0,0,0,0,0,0
2020-03-16,The Republic of Buryatia,Республика Бурятия,0,0,0,0,0,0
2020-03-16,Vladimir region,Владимирская область,0,0,0,0,0,0
2020-03-16,Volgograd region,Волгоградская область,0,0,0,0,0,0
2020-03-16,Vologda Region,Вологодская область,0,0,0,0,0,0
2020-03-16,Voronezh region,Воронежская область,0,0,0,0,0,0
2020-03-16,The Republic of Dagestan,Республика Дагестан,0,0,0,0,0,0
